Common_Name,Number_Observed,distance_band,Point_Name,duration_hrs,sub_comments,Date_Time,latitude,longitude
Slate-throated Redstart,1,within,PaBLF06,0.167,"KA,V=1,L=0,N=0",1/17/22,8.789285,-82.407358
Golden-browed Chlorophonia,1,outside,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Spotted Wood-Quail,5,outside,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Chestnut-capped Brushfinch,3,within,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Slate-throated Redstart,1,within,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Silvery-fronted Tapaculo,1,outside,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Lesser Violetear,1,within,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Ruddy Woodcreeper,1,outside,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Gray-breasted Wood-Wren,4,outside,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Gray-breasted Wood-Wren,4,within,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Hairy Woodpecker,1,within,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Scaly-breasted Wren,1,within,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Golden-crowned Warbler,4,within,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Black-faced Solitaire,2,outside,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Black-faced Solitaire,2,within,PaBLF06,0.167,"PC,V=3,L=0,N=0",1/17/22,8.789285,-82.407358
Lesser Violetear,4,outside,PaBLF01,0.167,"KA,V=2,L=0,N=0",1/16/22,8.786224,-82.410721
Lesser Violetear,4,within,PaBLF01,0.167,"KA,V=2,L=0,N=0",1/16/22,8.786224,-82.410721
Mistletoe Tyrannulet,1,outside,PaBLF01,0.167,"KA,V=2,L=0,N=0",1/16/22,8.786224,-82.410721
Rufous-breasted Wren,1,outside,PaBLF01,0.167,"KA,V=2,L=0,N=0",1/16/22,8.786224,-82.410721
Orange-billed Nightingale-Thrush,1,outside,PaBLF01,0.167,"KA,V=2,L=0,N=0",1/16/22,8.786224,-82.410721
Purple-throated Mountain-gem,1,within,PaBLF01,0.167,"KA,V=2,L=0,N=0",1/16/22,8.786224,-82.410721
Black-faced Solitaire,1,outside,PaBLF01,0.167,"KA,V=2,L=0,N=0",1/16/22,8.786224,-82.410721
Dark Pewee,1,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Rosy Thrush-Tanager,1,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Black Vulture,1,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Purple-throated Mountain-gem,2,within,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Isthmian Wren,1,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
woodcreeper sp.,1,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Lesser Violetear,2,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Lesser Violetear,2,within,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Rufous-breasted Wren,1,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Sulphur-winged Parakeet,5,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Mistletoe Tyrannulet,1,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Spot-crowned Woodcreeper,1,outside,PaBLF01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786224,-82.410721
Orange-billed Nightingale-Thrush,1,outside,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Lesser Violetear,2,outside,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Lesser Violetear,2,within,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Bright-rumped Attila,1,outside,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Black-and-white Warbler,1,within,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Turdus sp.,1,within,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Scaly-breasted Wren,1,outside,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Summer Tanager,1,within,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Long-tailed Silky-flycatcher,1,outside,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Purple-throated Mountain-gem,1,within,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
passerine sp.,2,within,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Gray-headed Chachalaca,3,outside,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Slate-throated Redstart,1,within,PaBLSh01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Squirrel Cuckoo,1,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Yellow-headed Caracara,1,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Great Kiskadee,1,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Black-faced Solitaire,1,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Turdus sp.,1,within,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Chestnut-capped Brushfinch,2,within,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Turkey Vulture,1,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Rosy Thrush-Tanager,2,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Slate-throated Redstart,2,within,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Orange-billed Nightingale-Thrush,2,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Orange-billed Nightingale-Thrush,2,within,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Scintillant Hummingbird,1,within,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
hummingbird sp.,1,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Isthmian Wren,1,outside,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
White-tailed Emerald,1,within,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
Lesser Violetear,2,within,PaBLSh01,0.167,"PC,V=1,L=0,N=0",1/16/22,8.786104,-82.411683
White-winged Tanager,3,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
hummingbird sp.,2,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Mistletoe Tyrannulet,3,outside,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Mistletoe Tyrannulet,3,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Flame-colored Tanager,2,outside,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Flame-colored Tanager,2,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Yellow-faced Grassquit,1,outside,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Orange-billed Nightingale-Thrush,3,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Orange-billed Nightingale-Thrush,3,outside,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Rosy Thrush-Tanager,2,outside,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Rosy Thrush-Tanager,2,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Tennessee Warbler,1,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Summer Tanager,1,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Silver-throated Tanager,2,within,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
White-tipped Dove,2,outside,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Isthmian Wren,2,outside,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Spotted Wood-Quail,5,outside,PaBLSC02,0.2,"KA,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Scintillant Hummingbird,1,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Rufous-collared Sparrow,3,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
White-throated Thrush,1,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Summer Tanager,1,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Orange-billed Nightingale-Thrush,2,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Orange-billed Nightingale-Thrush,2,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Rosy Thrush-Tanager,2,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Great Kiskadee,1,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
White-tipped Dove,1,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
White-tailed Emerald,2,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Slate-throated Redstart,1,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Tennessee Warbler,2,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Magenta-throated Woodstar,1,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Silver-throated Tanager,15,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Silver-throated Tanager,15,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Wilson's Warbler,1,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Flame-colored Tanager,4,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Flame-colored Tanager,4,within,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Spotted Wood-Quail,5,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Isthmian Wren,2,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Blue-gray Tanager,2,outside,PaBLSC02,0.2,"PC,V=0,L=0,N=0",1/16/22,8.786137,-82.414336
Slate-throated Redstart,2,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
White-naped Brushfinch,1,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Red-crowned Woodpecker,1,outside,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Mistletoe Tyrannulet,2,outside,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Mistletoe Tyrannulet,2,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Flame-colored Tanager,1,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Clay-colored Thrush,1,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
hummingbird sp.,1,outside,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Black-striped Sparrow,1,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Wilson's Warbler,2,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Orange-billed Nightingale-Thrush,4,outside,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Orange-billed Nightingale-Thrush,4,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
White-tailed Emerald,1,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Rufous-collared Sparrow,1,within,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Great Kiskadee,1,outside,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Spotted Wood-Quail,5,outside,PaBLSC01,0.167,"KA,V=1,L=0,N=0",1/16/22,8.784269,-82.413019
Red-crowned Woodpecker,1,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Spotted Wood-Quail,5,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Blue-gray Tanager,2,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
House Wren,2,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
small tanager sp. (former Tangara sp.),4,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Bright-rumped Attila,1,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Setophaga sp.,1,within,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
sparrow sp.,1,within,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Clay-colored Thrush,2,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Clay-colored Thrush,2,within,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Rosy Thrush-Tanager,2,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Yellow-faced Grassquit,1,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Isthmian Wren,1,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Orange-billed Nightingale-Thrush,4,within,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Orange-billed Nightingale-Thrush,4,outside,PaBLSC01,0.167,"PC,V=0,L=0,N=0",1/16/22,8.784269,-82.413019
Mistletoe Tyrannulet,1,outside,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Rufous-tailed Hummingbird,1,within,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Black Vulture,2,outside,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Wilson's Warbler,1,within,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Silver-throated Tanager,2,within,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Turdus sp.,1,outside,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Flame-colored Tanager,1,outside,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
hummingbird sp.,2,within,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Tennessee Warbler,1,within,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Ochraceous Wren,1,within,PaBLSh07,0.167,"KA,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Wilson's Warbler,1,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Orange-billed Nightingale-Thrush,1,outside,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Lesser Greenlet,1,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Silver-throated Tanager,3,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Silver-throated Tanager,3,outside,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Flame-colored Tanager,2,outside,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Flame-colored Tanager,2,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
hummingbird sp.,1,outside,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Brown-capped Vireo,1,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Rufous-collared Sparrow,2,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Black Vulture,14,outside,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Tennessee Warbler,3,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Ochraceous Wren,1,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Tropical Parula,1,within,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
White-naped Brushfinch,1,outside,PaBLSh07,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779792,-82.405567
Orange-billed Nightingale-Thrush,1,outside,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Scintillant Hummingbird,1,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Turdus sp.,2,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Lesser Violetear,2,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Flame-colored Tanager,3,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
White-naped Brushfinch,2,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Rufous-tailed Hummingbird,1,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Silver-throated Tanager,2,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Black Vulture,1,outside,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
White-tailed Emerald,1,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Rosy Thrush-Tanager,1,outside,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Mistletoe Tyrannulet,1,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Golden-browed Chlorophonia,1,within,PaBLSh05,0.167,"KA,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Lesser Violetear,1,within,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Yellow-headed Caracara,4,outside,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Orange-billed Nightingale-Thrush,1,outside,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Dark Pewee,1,within,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Long-tailed Silky-flycatcher,2,outside,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Flame-colored Tanager,1,outside,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Black Vulture,1,outside,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Isthmian Wren,1,outside,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
White-naped Brushfinch,2,within,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Scintillant Hummingbird,2,within,PaBLSh05,0.167,"PC,V=1,L=0,N=0",1/15/22,8.781671,-82.404324
Lesser Violetear,3,within,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Lesser Violetear,3,outside,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Golden-crowned Warbler,4,within,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Black-throated Green Warbler,1,within,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Philadelphia Vireo,1,within,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Black-and-white Warbler,1,within,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Golden-winged Warbler,1,within,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Turdus sp.,1,outside,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Mountain Elaenia,1,within,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Golden-browed Chlorophonia,2,outside,PaBLF03,0.167,"KA,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Golden-crowned Warbler,2,within,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Long-tailed Silky-flycatcher,2,outside,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Black-and-white Warbler,1,within,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Mistletoe Tyrannulet,2,outside,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
flycatcher sp. (Tyrannidae sp.),1,outside,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Slate-throated Redstart,1,within,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
White-tailed Emerald,1,within,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Spotted Wood-Quail,2,within,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Lesser Violetear,3,outside,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Gray-breasted Wood-Wren,2,outside,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Collared Trogon,1,outside,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
hummingbird sp.,1,outside,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Yellow-headed Caracara,1,outside,PaBLF03,0.167,"PC,V=2,L=0,N=0",1/15/22,8.783695,-82.401987
Dark Pewee,1,outside,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Mountain Thrush,4,outside,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Mountain Thrush,4,within,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Wilson's Warbler,1,within,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Scintillant Hummingbird,2,within,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Mistletoe Tyrannulet,1,outside,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Golden-browed Chlorophonia,2,outside,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Tennessee Warbler,3,within,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Tennessee Warbler,3,outside,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
tanager sp. (Thraupidae sp.),4,outside,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Brown-capped Vireo,1,within,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Yellow-bellied Siskin,2,within,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Lesser Violetear,2,within,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Silver-throated Tanager,4,within,PaBLSh04,0.167,"KA,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Mountain Thrush,5,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Turdus sp.,4,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Dark Pewee,1,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Rosy Thrush-Tanager,2,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Wilson's Warbler,1,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Mountain Elaenia,2,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Lesser Elaenia,1,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Golden-browed Chlorophonia,1,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Yellow-bellied Siskin,2,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Yellow-bellied Siskin,2,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Tropical Parula,1,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Scintillant Hummingbird,4,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
