"SpcRecID","Scientific name","English name","Family","Global IUCN Red List Category"
"3250","Hydrocoloeus minutus","Little Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3252","Rhodostethia rosea","Ross's Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3253","Xema sabini","Sabine's Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3251","Pagophila eburnea","Ivory Gull","Laridae (Gulls, Terns, Skimmers)","NT"
"3256","Rissa brevirostris","Red-legged Kittiwake","Laridae (Gulls, Terns, Skimmers)","VU"
"3255","Rissa tridactyla","Black-legged Kittiwake","Laridae (Gulls, Terns, Skimmers)","VU"
"3242","Larus philadelphia","Bonaparte's Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3240","Larus ridibundus","Black-headed Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3249","Larus pipixcan","Franklin's Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3248","Larus atricilla","Laughing Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3213","Larus heermanni","Heermann's Gull","Laridae (Gulls, Terns, Skimmers)","NT"
"3218","Larus delawarensis","Ring-billed Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3216","Larus canus","Mew Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3224","Larus livens","Yellow-footed Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3223","Larus occidentalis","Western Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3219","Larus californicus","California Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3231","Larus fuscus","Lesser Black-backed Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"1017057","Larus smithsonianus","Arctic Herring Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"31054","Larus glaucoides","Iceland Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3229","Larus schistisagus","Slaty-backed Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3222","Larus glaucescens","Glaucous-winged Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3225","Larus hyperboreus","Glaucous Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3220","Larus marinus","Great Black-backed Gull","Laridae (Gulls, Terns, Skimmers)","LC"
"3285","Onychoprion aleuticus","Aleutian Tern","Laridae (Gulls, Terns, Skimmers)","VU"
"3288","Onychoprion fuscatus","Sooty Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3287","Onychoprion anaethetus","Bridled Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3286","Onychoprion lunatus","Grey-backed Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3278","Sternula antillarum","Least Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3293","Phaetusa simplex","Large-billed Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"1016873","Gelochelidon nilotica","Common Gull-billed Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3258","Hydroprogne caspia","Caspian Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3292","Chlidonias niger","Black Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3266","Sterna dougallii","Roseate Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3270","Sterna hirundo","Common Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3271","Sterna paradisaea","Arctic Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3274","Sterna forsteri","Forster's Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3261","Thalasseus elegans","Elegant Tern","Laridae (Gulls, Terns, Skimmers)","NT"
"3265","Thalasseus sandvicensis","Sandwich Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3260","Thalasseus maximus","Royal Tern","Laridae (Gulls, Terns, Skimmers)","LC"
"3202","Stercorarius longicaudus","Long-tailed Jaeger","Stercorariidae (Skuas)","LC"
"3201","Stercorarius parasiticus","Arctic Jaeger","Stercorariidae (Skuas)","LC"
"3200","Stercorarius pomarinus","Pomarine Jaeger","Stercorariidae (Skuas)","LC"
"3195","Catharacta skua","Great Skua","Stercorariidae (Skuas)","LC"
"3199","Catharacta maccormicki","South Polar Skua","Stercorariidae (Skuas)","LC"
"3320","Cerorhinca monocerata","Rhinoceros Auklet","Alcidae (Auks)","LC"
"3323","Fratercula cirrhata","Tufted Puffin","Alcidae (Auks)","LC"
"3321","Fratercula arctica","Atlantic Puffin","Alcidae (Auks)","VU"
"3322","Fratercula corniculata","Horned Puffin","Alcidae (Auks)","LC"
"3315","Ptychoramphus aleuticus","Cassin's Auklet","Alcidae (Auks)","NT"
"3316","Aethia psittacula","Parakeet Auklet","Alcidae (Auks)","LC"
"3319","Aethia pusilla","Least Auklet","Alcidae (Auks)","LC"
"3318","Aethia pygmaea","Whiskered Auklet","Alcidae (Auks)","LC"
"3317","Aethia cristatella","Crested Auklet","Alcidae (Auks)","LC"
"3309","Brachyramphus marmoratus","Marbled Murrelet","Alcidae (Auks)","EN"
"3310","Brachyramphus brevirostris","Kittlitz's Murrelet","Alcidae (Auks)","NT"
"3306","Cepphus grylle","Black Guillemot","Alcidae (Auks)","LC"
"3307","Cepphus columba","Pigeon Guillemot","Alcidae (Auks)","LC"
"3313","Synthliboramphus antiquus","Ancient Murrelet","Alcidae (Auks)","LC"
"1017059","Synthliboramphus scrippsi","Scripps's Murrelet","Alcidae (Auks)","VU"
"1017058","Synthliboramphus hypoleucus","Guadalupe Murrelet","Alcidae (Auks)","EN"
"3312","Synthliboramphus craveri","Craveri's Murrelet","Alcidae (Auks)","VU"
"3304","Alca torda","Razorbill","Alcidae (Auks)","LC"
"3301","Alle alle","Little Auk","Alcidae (Auks)","LC"
"3303","Uria lomvia","Thick-billed Murre","Alcidae (Auks)","LC"
"3302","Uria aalge","Common Murre","Alcidae (Auks)","LC"
"2155","Tyto alba","Common Barn-owl","Tytonidae (Barn-owls)","LC"
"2260","Surnia ulula","Northern Hawk-owl","Strigidae (Typical Owls)","LC"
"1017030","Glaucidium gnoma","Mountain Pygmy-owl","Strigidae (Typical Owls)","LC"
"1017031","Glaucidium californicum","Northern Pygmy-owl","Strigidae (Typical Owls)","LC"
"2270","Glaucidium brasilianum","Ferruginous Pygmy-owl","Strigidae (Typical Owls)","LC"
"2286","Micrathene whitneyi","Elf Owl","Strigidae (Typical Owls)","LC"
"2290","Athene cunicularia","Burrowing Owl","Strigidae (Typical Owls)","LC"
"2291","Aegolius funereus","Boreal Owl","Strigidae (Typical Owls)","LC"
"2292","Aegolius acadicus","Northern Saw-whet Owl","Strigidae (Typical Owls)","LC"
"2318","Asio otus","Northern Long-eared Owl","Strigidae (Typical Owls)","LC"
"2322","Asio flammeus","Short-eared Owl","Strigidae (Typical Owls)","LC"
"2175","Psiloscops flammeolus","Flammulated Owl","Strigidae (Typical Owls)","LC"
"2192","Megascops kennicottii","Western Screech-owl","Strigidae (Typical Owls)","LC"
"1099061","Megascops asio","Eastern Screech-owl","Strigidae (Typical Owls)","LC"
"2194","Megascops trichopsis","Whiskered Screech-owl","Strigidae (Typical Owls)","LC"
"2242","Strix occidentalis","Spotted Owl","Strigidae (Typical Owls)","NT"
"2243","Strix varia","Barred Owl","Strigidae (Typical Owls)","LC"
"2249","Strix nebulosa","Great Grey Owl","Strigidae (Typical Owls)","LC"
"2236","Bubo scandiacus","Snowy Owl","Strigidae (Typical Owls)","VU"
"1017023","Bubo virginianus","Great Horned Owl","Strigidae (Typical Owls)","LC"
"2250","Ciccaba virgata","Mottled Owl","Strigidae (Typical Owls)","LC"
"3818","Cathartes aura","Turkey Vulture","Cathartidae (New World vultures)","LC"
"3817","Coragyps atratus","American Black Vulture","Cathartidae (New World vultures)","LC"
"3821","Gymnogyps californianus","California Condor","Cathartidae (New World vultures)","CR"
"3324","Pandion haliaetus","Osprey","Pandionidae (Osprey)","LC"
"3344","Elanus leucurus","White-tailed Kite","Elanidae (Kites)","LC"
"3331","Chondrohierax uncinatus","Hook-billed Kite","Accipitridae (Hawks, Eagles)","LC"
"3339","Elanoides forficatus","Swallow-tailed Kite","Accipitridae (Hawks, Eagles)","LC"
"3537","Aquila chrysaetos","Golden Eagle","Accipitridae (Hawks, Eagles)","LC"
"1016810","Circus hudsonius","Northern Harrier","Accipitridae (Hawks, Eagles)","LC"
"32242","Accipiter striatus","Sharp-shinned Hawk","Accipitridae (Hawks, Eagles)","LC"
"3461","Accipiter cooperii","Cooper's Hawk","Accipitridae (Hawks, Eagles)","LC"
"3466","Accipiter gentilis","Northern Goshawk","Accipitridae (Hawks, Eagles)","LC"
"3365","Haliaeetus leucocephalus","Bald Eagle","Accipitridae (Hawks, Eagles)","LC"
"3351","Ictinia mississippiensis","Mississippi Kite","Accipitridae (Hawks, Eagles)","LC"
"3347","Rostrhamus sociabilis","Snail Kite","Accipitridae (Hawks, Eagles)","LC"
"3492","Parabuteo unicinctus","Harris's Hawk","Accipitridae (Hawks, Eagles)","LC"
"32520","Buteogallus anthracinus","Common Black Hawk","Accipitridae (Hawks, Eagles)","LC"
"3507","Geranoaetus albicaudatus","White-tailed Hawk","Accipitridae (Hawks, Eagles)","LC"
"1016740","Buteo plagiatus","Grey Hawk","Accipitridae (Hawks, Eagles)","LC"
"3500","Buteo lineatus","Red-shouldered Hawk","Accipitridae (Hawks, Eagles)","LC"
"3502","Buteo platypterus","Broad-winged Hawk","Accipitridae (Hawks, Eagles)","LC"
"3512","Buteo solitarius","Hawaiian Hawk","Accipitridae (Hawks, Eagles)","NT"
"3504","Buteo brachyurus","Short-tailed Hawk","Accipitridae (Hawks, Eagles)","LC"
"3506","Buteo swainsoni","Swainson's Hawk","Accipitridae (Hawks, Eagles)","LC"
"3511","Buteo albonotatus","Zone-tailed Hawk","Accipitridae (Hawks, Eagles)","LC"
"3513","Buteo jamaicensis","Red-tailed Hawk","Accipitridae (Hawks, Eagles)","LC"
"3521","Buteo lagopus","Rough-legged Buzzard","Accipitridae (Hawks, Eagles)","LC"
"3520","Buteo regalis","Ferruginous Hawk","Accipitridae (Hawks, Eagles)","LC"
"1002","Euptilotis neoxenus","Eared Quetzal","Trogonidae (Trogons)","LC"
"1016645","Trogon ambiguus","Coppery-tailed Trogon","Trogonidae (Trogons)","LC"
"1154","Megaceryle torquata","Ringed Kingfisher","Alcedinidae (Kingfishers)","LC"
"1153","Megaceryle alcyon","Belted Kingfisher","Alcedinidae (Kingfishers)","LC"
"1157","Chloroceryle americana","Green Kingfisher","Alcedinidae (Kingfishers)","LC"
"719","Campephilus principalis","Ivory-billed Woodpecker","Picidae (Woodpeckers)","CR"
"1016589","Colaptes cafer","Red-shafted Flicker","Picidae (Woodpeckers)","LC"
"1016586","Colaptes auratus","Yellow-shafted Flicker","Picidae (Woodpeckers)","LC"
"686","Colaptes chrysoides","Gilded Flicker","Picidae (Woodpeckers)","LC"
"703","Hylatomus pileatus","Pileated Woodpecker","Picidae (Woodpeckers)","LC"
"595","Sphyrapicus thyroideus","Williamson's Sapsucker","Picidae (Woodpeckers)","LC"
"592","Sphyrapicus varius","Yellow-bellied Sapsucker","Picidae (Woodpeckers)","LC"
"593","Sphyrapicus nuchalis","Red-naped Sapsucker","Picidae (Woodpeckers)","LC"
"594","Sphyrapicus ruber","Red-breasted Sapsucker","Picidae (Woodpeckers)","LC"
"571","Melanerpes lewis","Lewis's Woodpecker","Picidae (Woodpeckers)","LC"
"574","Melanerpes erythrocephalus","Red-headed Woodpecker","Picidae (Woodpeckers)","LC"
"575","Melanerpes formicivorus","Acorn Woodpecker","Picidae (Woodpeckers)","LC"
"587","Melanerpes uropygialis","Gila Woodpecker","Picidae (Woodpeckers)","LC"
"588","Melanerpes carolinus","Red-bellied Woodpecker","Picidae (Woodpeckers)","LC"
"590","Melanerpes aurifrons","Golden-fronted Woodpecker","Picidae (Woodpeckers)","LC"
"1016716","Picoides tridactylus","Three-toed Woodpecker","Picidae (Woodpeckers)","LC"
"658","Picoides arcticus","Black-backed Woodpecker","Picidae (Woodpeckers)","LC"
"652","Dryobates pubescens","Downy Woodpecker","Picidae (Woodpeckers)","LC"
"651","Dryobates scalaris","Ladder-backed Woodpecker","Picidae (Woodpeckers)","LC"
"650","Dryobates nuttallii","Nuttall's Woodpecker","Picidae (Woodpeckers)","LC"
"655","Leuconotopicus villosus","Hairy Woodpecker","Picidae (Woodpeckers)","LC"
"30146","Leuconotopicus arizonae","Arizona Woodpecker","Picidae (Woodpeckers)","LC"
"653","Leuconotopicus borealis","Red-cockaded Woodpecker","Picidae (Woodpeckers)","NT"
"656","Leuconotopicus albolarvatus","White-headed Woodpecker","Picidae (Woodpeckers)","LC"
"3570","Caracara cheriway","Crested Caracara","Falconidae (Falcons, Caracaras)","LC"
"3596","Falco sparverius","American Kestrel","Falconidae (Falcons, Caracaras)","LC"
"3608","Falco columbarius","Merlin","Falconidae (Falcons, Caracaras)","LC"
"3607","Falco femoralis","Aplomado Falcon","Falconidae (Falcons, Caracaras)","LC"
"3620","Falco rusticolus","Gyrfalcon","Falconidae (Falcons, Caracaras)","LC"
"3621","Falco mexicanus","Prairie Falcon","Falconidae (Falcons, Caracaras)","LC"
"1016472","Falco peregrinus","Peregrine Falcon","Falconidae (Falcons, Caracaras)","LC"
"1584","Rhynchopsitta pachyrhyncha","Thick-billed Parrot","Psittacidae (Parrots)","EN"
"1586","Conuropsis carolinensis","Carolina Parakeet","Psittacidae (Parrots)","EX"
"4455","Pachyramphus aglaiae","Rose-throated Becard","Tityridae (Tityras and allies)","LC"
"4119","Camptostoma imberbe","Northern Beardless Tyrannulet","Tyrannidae (Tyrant-flycatchers)","LC"
"4135","Myiopagis viridicata","Greenish Elaenia","Tyrannidae (Tyrant-flycatchers)","LC"
"1017442","Pyrocephalus rubinus","Common Vermilion Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4293","Sayornis nigricans","Black Phoebe","Tyrannidae (Tyrant-flycatchers)","LC"
"4291","Sayornis phoebe","Eastern Phoebe","Tyrannidae (Tyrant-flycatchers)","LC"
"4292","Sayornis saya","Say's Phoebe","Tyrannidae (Tyrant-flycatchers)","LC"
"4277","Empidonax virescens","Acadian Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4276","Empidonax flaviventris","Yellow-bellied Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4286","Empidonax difficilis","Pacific-slope Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4287","Empidonax occidentalis","Cordilleran Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4279","Empidonax traillii","Willow Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4278","Empidonax alnorum","Alder Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4289","Empidonax fulvifrons","Buff-breasted Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4283","Empidonax wrightii","American Grey Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4281","Empidonax minimus","Least Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4282","Empidonax hammondii","Hammond's Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4284","Empidonax oberholseri","American Dusky Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4264","Contopus cooperi","Olive-sided Flycatcher","Tyrannidae (Tyrant-flycatchers)","NT"
"4265","Contopus pertinax","Greater Pewee","Tyrannidae (Tyrant-flycatchers)","LC"
"4269","Contopus sordidulus","Western Wood-pewee","Tyrannidae (Tyrant-flycatchers)","LC"
"4270","Contopus virens","Eastern Wood-pewee","Tyrannidae (Tyrant-flycatchers)","LC"
"4438","Pitangus sulphuratus","Great Kiskadee","Tyrannidae (Tyrant-flycatchers)","LC"
"4431","Myiodynastes luteiventris","Sulphur-bellied Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4419","Empidonomus varius","Variegated Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4408","Tyrannus melancholicus","Tropical Kingbird","Tyrannidae (Tyrant-flycatchers)","LC"
"4409","Tyrannus couchii","Couch's Kingbird","Tyrannidae (Tyrant-flycatchers)","LC"
"4410","Tyrannus vociferans","Cassin's Kingbird","Tyrannidae (Tyrant-flycatchers)","LC"
"4411","Tyrannus crassirostris","Thick-billed Kingbird","Tyrannidae (Tyrant-flycatchers)","LC"
"4412","Tyrannus verticalis","Western Kingbird","Tyrannidae (Tyrant-flycatchers)","LC"
"4415","Tyrannus tyrannus","Eastern Kingbird","Tyrannidae (Tyrant-flycatchers)","LC"
"4416","Tyrannus dominicensis","Grey Kingbird","Tyrannidae (Tyrant-flycatchers)","LC"
"4417","Tyrannus caudifasciatus","Loggerhead Kingbird","Tyrannidae (Tyrant-flycatchers)","LC"
"4413","Tyrannus forficatus","Scissor-tailed Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4382","Myiarchus tuberculifer","Dusky-capped Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4398","Myiarchus sagrae","La Sagra's Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4393","Myiarchus crinitus","Great Crested Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4394","Myiarchus tyrannulus","Brown-crested Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"4391","Myiarchus cinerascens","Ash-throated Flycatcher","Tyrannidae (Tyrant-flycatchers)","LC"
"5583","Vireo philadelphicus","Philadelphia Vireo","Vireonidae (Vireos)","LC"
"32451","Vireo gilvus","Warbling Vireo","Vireonidae (Vireos)","LC"
"1099029","Vireo olivaceus","Red-eyed Vireo","Vireonidae (Vireos)","LC"
"5587","Vireo altiloquus","Black-whiskered Vireo","Vireonidae (Vireos)","LC"
"5573","Vireo vicinior","Grey Vireo","Vireonidae (Vireos)","LC"
"5565","Vireo huttoni","Hutton's Vireo","Vireonidae (Vireos)","LC"
"5582","Vireo flavifrons","Yellow-throated Vireo","Vireonidae (Vireos)","LC"
"5579","Vireo cassinii","Cassin's Vireo","Vireonidae (Vireos)","LC"
"5580","Vireo plumbeus","Plumbeous Vireo","Vireonidae (Vireos)","LC"
"5581","Vireo solitarius","Blue-headed Vireo","Vireonidae (Vireos)","LC"
"5562","Vireo bellii","Bell's Vireo","Vireonidae (Vireos)","LC"
"5563","Vireo atricapilla","Black-capped Vireo","Vireonidae (Vireos)","NT"
"5567","Vireo griseus","White-eyed Vireo","Vireonidae (Vireos)","LC"
"5571","Vireo crassirostris","Thick-billed Vireo","Vireonidae (Vireos)","LC"
"32697","Chasiempis sclateri","Kauai Elepaio","Monarchidae (Monarch-flycatchers)","VU"
"32696","Chasiempis ibidis","Oahu Elepaio","Monarchidae (Monarch-flycatchers)","EN"
"32698","Chasiempis sandwichensis","Hawaii Elepaio","Monarchidae (Monarch-flycatchers)","VU"
"5537","Lanius ludovicianus","Loggerhead Shrike","Laniidae (Shrikes)","NT"
"1017646","Lanius borealis","Northern Grey Shrike","Laniidae (Shrikes)","LC"
"5726","Perisoreus canadensis","Grey Jay","Corvidae (Crows and jays)","LC"
"1017659","Pica hudsonia","Black-billed Magpie","Corvidae (Crows and jays)","LC"
"5746","Pica nutalli","Yellow-billed Magpie","Corvidae (Crows and jays)","VU"
"5753","Nucifraga columbiana","Clark's Nutcracker","Corvidae (Crows and jays)","LC"
"5776","Corvus ossifragus","Fish Crow","Corvidae (Crows and jays)","LC"
"5777","Corvus imparatus","Tamaulipas Crow","Corvidae (Crows and jays)","LC"
"5793","Corvus hawaiiensis","Hawaiian Crow","Corvidae (Crows and jays)","EW"
"5797","Corvus corax","Common Raven","Corvidae (Crows and jays)","LC"
"5794","Corvus cryptoleucus","Chihuahuan Raven","Corvidae (Crows and jays)","LC"
"5775","Corvus brachyrhynchos","American Crow","Corvidae (Crows and jays)","LC"
"5774","Corvus caurinus","Northwestern Crow","Corvidae (Crows and jays)","LC"
"5685","Gymnorhinus cyanocephalus","Pinyon Jay","Corvidae (Crows and jays)","VU"
"112639","Aphelocoma wollweberi","Mexican Jay","Corvidae (Crows and jays)","LC"
"5690","Aphelocoma coerulescens","Florida Scrub-jay","Corvidae (Crows and jays)","VU"
"1017670","Aphelocoma californica","Western Scrub-jay","Corvidae (Crows and jays)","LC"
"5686","Cyanocitta cristata","Blue Jay","Corvidae (Crows and jays)","LC"
"5687","Cyanocitta stelleri","Steller's Jay","Corvidae (Crows and jays)","LC"
"5718","Cyanocorax morio","Brown Jay","Corvidae (Crows and jays)","LC"
"5717","Cyanocorax yncas","Green Jay","Corvidae (Crows and jays)","LC"
"7062","Baeolophus wollweberi","Bridled Titmouse","Paridae (Tits and chickadees)","LC"
"7064","Baeolophus bicolor","Tufted Titmouse","Paridae (Tits and chickadees)","LC"
"7065","Baeolophus atricristatus","Black-crested Titmouse","Paridae (Tits and chickadees)","LC"
"7063","Baeolophus inornatus","Oak Titmouse","Paridae (Tits and chickadees)","LC"
"7018","Poecile carolinensis","Carolina Chickadee","Paridae (Tits and chickadees)","LC"
"7019","Poecile atricapillus","Black-capped Chickadee","Paridae (Tits and chickadees)","LC"
"7020","Poecile gambeli","Mountain Chickadee","Paridae (Tits and chickadees)","LC"
"7021","Poecile sclateri","Mexican Chickadee","Paridae (Tits and chickadees)","LC"
"7024","Poecile cinctus","Siberian Tit","Paridae (Tits and chickadees)","LC"
"7025","Poecile hudsonicus","Boreal Chickadee","Paridae (Tits and chickadees)","LC"
"7026","Poecile rufescens","Chestnut-backed Chickadee","Paridae (Tits and chickadees)","LC"
"6988","Auriparus flaviceps","Verdin","Remizidae (Penduline-tits)","LC"
"8181","Eremophila alpestris","Horned Lark","Alaudidae (Larks)","LC"
"7614","Acrocephalus familiaris","Millerbird","Acrocephalidae (Reed-warblers)","CR"
"7143","Petrochelidon pyrrhonota","Cliff Swallow","Hirundinidae (Swallows and martins)","LC"
"7144","Petrochelidon fulva","Cave Swallow","Hirundinidae (Swallows and martins)","LC"
"7116","Hirundo rustica","Barn Swallow","Hirundinidae (Swallows and martins)","LC"
"1018013","Riparia riparia","Collared Sand Martin","Hirundinidae (Swallows and martins)","LC"
"7078","Tachycineta bicolor","Tree Swallow","Hirundinidae (Swallows and martins)","LC"
"7083","Tachycineta thalassina","Violet-green Swallow","Hirundinidae (Swallows and martins)","LC"
"7084","Tachycineta cyaneoviridis","Bahama Swallow","Hirundinidae (Swallows and martins)","EN"
"7087","Progne subis","Purple Martin","Hirundinidae (Swallows and martins)","LC"
"7088","Progne cryptoleuca","Cuban Martin","Hirundinidae (Swallows and martins)","LC"
"7101","Stelgidopteryx serripennis","Northern Rough-winged Swallow","Hirundinidae (Swallows and martins)","LC"
"1018148","Phylloscopus borealis","Arctic Warbler","Phylloscopidae (Leaf-warblers)","LC"
"7074","Psaltriparus minimus","American Bushtit","Aegithalidae (Long-tailed Tits)","LC"
"8067","Chamaea fasciata","Wrentit","Paradoxornithidae (Parrotbills and allies)","LC"
"6906","Certhia americana","American Treecreeper","Certhiidae (Treecreepers)","LC"
"6886","Sitta pygmaea","Pygmy Nuthatch","Sittidae (Nuthatches)","LC"
"1018272","Sitta pusilla","Brown-headed Nuthatch","Sittidae (Nuthatches)","LC"
"6893","Sitta canadensis","Red-breasted Nuthatch","Sittidae (Nuthatches)","LC"
"6895","Sitta carolinensis","White-breasted Nuthatch","Sittidae (Nuthatches)","LC"
"6992","Polioptila caerulea","Blue-grey Gnatcatcher","Polioptilidae (Gnatcatchers)","LC"
"6993","Polioptila californica","California Gnatcatcher","Polioptilidae (Gnatcatchers)","LC"
"6994","Polioptila melanura","Black-tailed Gnatcatcher","Polioptilidae (Gnatcatchers)","LC"
"6996","Polioptila nigriceps","Black-capped Gnatcatcher","Polioptilidae (Gnatcatchers)","LC"
"6928","Salpinctes obsoletus","Rock Wren","Troglodytidae (Wrens)","LC"
"6929","Catherpes mexicanus","Canyon Wren","Troglodytidae (Wrens)","LC"
"1018283","Troglodytes pacificus","Pacific Wren","Troglodytidae (Wrens)","LC"
"1018284","Troglodytes hiemalis","Winter Wren","Troglodytidae (Wrens)","LC"
"1018285","Troglodytes aedon","House Wren","Troglodytidae (Wrens)","LC"
"1018290","Cistothorus stellaris","Sedge Wren","Troglodytidae (Wrens)","LC"
"6937","Cistothorus palustris","Marsh Wren","Troglodytidae (Wrens)","LC"
"1018291","Thryothorus ludovicianus","Carolina Wren","Troglodytidae (Wrens)","LC"
"6938","Thryomanes bewickii","Bewick's Wren","Troglodytidae (Wrens)","LC"
"6914","Campylorhynchus brunneicapillus","Cactus Wren","Troglodytidae (Wrens)","LC"
"6275","Cinclus mexicanus","American Dipper","Cinclidae (Dippers)","LC"
"6846","Dumetella carolinensis","Grey Catbird","Mimidae (Mockingbirds and thrashers)","LC"
"6850","Mimus polyglottos","Northern Mockingbird","Mimidae (Mockingbirds and thrashers)","LC"
"6852","Mimus gundlachii","Bahama Mockingbird","Mimidae (Mockingbirds and thrashers)","LC"
"6864","Oreoscoptes montanus","Sage Thrasher","Mimidae (Mockingbirds and thrashers)","LC"
"6870","Toxostoma curvirostre","Curve-billed Thrasher","Mimidae (Mockingbirds and thrashers)","LC"
"6865","Toxostoma rufum","Brown Thrasher","Mimidae (Mockingbirds and thrashers)","LC"
"6866","Toxostoma longirostre","Long-billed Thrasher","Mimidae (Mockingbirds and thrashers)","LC"
"6868","Toxostoma bendirei","Bendire's Thrasher","Mimidae (Mockingbirds and thrashers)","VU"
"6873","Toxostoma redivivum","California Thrasher","Mimidae (Mockingbirds and thrashers)","LC"
"6874","Toxostoma crissale","Crissal Thrasher","Mimidae (Mockingbirds and thrashers)","LC"
"6872","Toxostoma lecontei","Le Conte's Thrasher","Mimidae (Mockingbirds and thrashers)","LC"
"6345","Sialia mexicana","Western Bluebird","Turdidae (Thrushes)","LC"
"6344","Sialia sialis","Eastern Bluebird","Turdidae (Thrushes)","LC"
"6346","Sialia currucoides","Mountain Bluebird","Turdidae (Thrushes)","LC"
"6352","Myadestes townsendi","Townsend's Solitaire","Turdidae (Thrushes)","LC"
"6347","Myadestes myadestinus","Kamao","Turdidae (Thrushes)","EX"
"6348","Myadestes woahensis","Amaui","Turdidae (Thrushes)","EX"
"6349","Myadestes lanaiensis","Olomao","Turdidae (Thrushes)","CR(PE)"
"6350","Myadestes obscurus","Omao","Turdidae (Thrushes)","VU"
"6351","Myadestes palmeri","Puaiohi","Turdidae (Thrushes)","CR"
"6315","Ixoreus naevius","Varied Thrush","Turdidae (Thrushes)","LC"
"6374","Hylocichla mustelina","Wood Thrush","Turdidae (Thrushes)","LC"
"1018277","Catharus swainsoni","Swainson's Thrush","Turdidae (Thrushes)","LC"
"1018273","Catharus ustulatus","Russet-backed Thrush","Turdidae (Thrushes)","LC"
"6370","Catharus fuscescens","Veery","Turdidae (Thrushes)","LC"
"6371","Catharus minimus","Grey-cheeked Thrush","Turdidae (Thrushes)","LC"
"30034","Catharus bicknelli","Bicknell's Thrush","Turdidae (Thrushes)","VU"
"6373","Catharus guttatus","Hermit Thrush","Turdidae (Thrushes)","LC"
"6434","Turdus grayi","Clay-colored Thrush","Turdidae (Thrushes)","LC"
"1018311","Turdus migratorius","American Robin","Turdidae (Thrushes)","LC"
"6596","Luscinia svecica","Bluethroat","Muscicapidae (Old World Flycatchers and Chats)","LC"
"1017787","Oenanthe oenanthe","Northern Wheatear","Muscicapidae (Old World Flycatchers and Chats)","LC"
"7165","Corthylio calendula","Ruby-crowned Kinglet","Regulidae (Kinglets and firecrests)","LC"
"7170","Regulus satrapa","Golden-crowned Kinglet","Regulidae (Kinglets and firecrests)","LC"
"6270","Bombycilla garrulus","Bohemian Waxwing","Bombycillidae (Waxwings)","LC"
"6272","Bombycilla cedrorum","Cedar Waxwing","Bombycillidae (Waxwings)","LC"
"6268","Phainopepla nitens","Phainopepla","Ptiliogonatidae (Silky-flycatchers)","LC"
